"question","response","ground_truth_short","ground_truth_ideal","ground_truth_short_agg","ground_truth_ideal_agg","dataset","subset"
"How did The Lighthouse and Informer impact John McCray's career?","The Lighthouse and Informer was an influential magazine in the South in the 1940s and 1950s. It was known as the ""Voice of the South"" and was instrumental in helping to radicalize the black student movement of the 1940s and 1950s.","McCray's time at the newspaper solidified him as one of the best southern editors and journalists.","Through the newspaper, McCray: + Established himself as a top journalist and editor
+ Solidified his political career + Helped establish the Progressive Democratic Party
+ Championed social justice, Black political participation, and racial equality","","","mccray","lighthouse_and_informer"
"Why did The Lighthouse and Informer cease publication?","The Lighthouse and Informer was established in 1945 by Mr. Julian Morgan. He was the first President and Executive Committee member of the Professional and Technical Club of America, and the first President of the Board of Lay Leadership in the Philippines.
Mr. Morgan was instrumental in the founding of the National Council of Negro Democrats and the founding of the Progressive Democrats in the Philippines.","The newspaper ended because of challenges with leadership and finances.","By the time the newspaper closed in 1954: + John McCray had left the paper
+ The paper had gone bankrupt","","","mccray","lighthouse_and_informer"
"Why did The Lighthouse and Informer cease publication?","The Lighthouse and Informer ceased publishing after the American Yawp was released in 1946. The American Yawp is a collaborative project of the National Council of Negro Democrats, the American Psychological Association, and the National Association for the Advancement of Colored People. It was funded by the American Recovery Administration and was chosen as the national bible for African Americans.","The newspaper ended because of challenges with leadership and finances.","By the time the newspaper closed in 1954: + John McCray had left the paper
+ The paper had gone bankrupt","","","mccray","lighthouse_and_informer"
"Why did The Lighthouse and Informer cease publication?","The Lighthouse and Informer was a weekly newspaper published by the Central South Carolina Council of Boy Scouts of America. It was founded in 1944 and was originally known as the Lighthouse and Informer. The newspaper was chartered in 1945 and is currently known as the Lighthouse and Informer 26.","The newspaper ended because of challenges with leadership and finances.","By the time the newspaper closed in 1954: + John McCray had left the paper
+ The paper had gone bankrupt","","","mccray","lighthouse_and_informer"
"Why did The Lighthouse and Informer cease publication?","The Lighthouse and Informer was instrumental in founding The Lighthouse and Informer and has been since its founding in 1946.","The newspaper ended because of challenges with leadership and finances.","By the time the newspaper closed in 1954: + John McCray had left the paper
+ The paper had gone bankrupt","","","mccray","lighthouse_and_informer"
"Why did The Lighthouse and Informer cease publication?","The Lighthouse and Informer was established in 1896 as a part of the Lighthouse and Informer Association of South Carolina.","The newspaper ended because of challenges with leadership and finances.","By the time the newspaper closed in 1954: + John McCray had left the paper
+ The paper had gone bankrupt","","","mccray","lighthouse_and_informer"
"Why was The Lighthouse and Informer important?","The Lighthouse and Informer was important because it showed the evils of slavery and the benefits of freedom.","The newspaper reflected the diverse experiences of Black people in South Carolina.","The Lighthouse and Informer: + Highlighted racial disparities in the South + Promoted Black political engagement + Documented civil rights efforts + Showcased Black life through announcements of births, deaths, and marriages
+ Reflected Black breathroughs in sports and entertainment","","","mccray","lighthouse_and_informer"
"Why was The Lighthouse and Informer important?","The Lighthouse and Informer was important because it exposed the American government to the French and the American people.","The newspaper reflected the diverse experiences of Black people in South Carolina.","The Lighthouse and Informer: + Highlighted racial disparities in the South + Promoted Black political engagement + Documented civil rights efforts + Showcased Black life through announcements of births, deaths, and marriages
+ Reflected Black breathroughs in sports and entertainment","","","mccray","lighthouse_and_informer"
"Why was The Lighthouse and Informer important?","The Lighthouse and Informer was important because it reported on important events in American history.","The newspaper reflected the diverse experiences of Black people in South Carolina.","The Lighthouse and Informer: + Highlighted racial disparities in the South + Promoted Black political engagement + Documented civil rights efforts + Showcased Black life through announcements of births, deaths, and marriages
+ Reflected Black breathroughs in sports and entertainment","","","mccray","lighthouse_and_informer"
"Why was The Lighthouse and Informer important?","Because they exposed the financial operations of the American Government.","The newspaper reflected the diverse experiences of Black people in South Carolina.","The Lighthouse and Informer: + Highlighted racial disparities in the South + Promoted Black political engagement + Documented civil rights efforts + Showcased Black life through announcements of births, deaths, and marriages
+ Reflected Black breathroughs in sports and entertainment","","","mccray","lighthouse_and_informer"
"Why was The Lighthouse and Informer important?","The Lighthouse and Informer was a powerful advocate for human rights and the decriminalization of slavery in the United States. By using persuasive language and legal tools, The Lighthouse and Informer challenged the authority and legitimacy of the federal government and the American Government in relation to slavery.","The newspaper reflected the diverse experiences of Black people in South Carolina.","The Lighthouse and Informer: + Highlighted racial disparities in the South + Promoted Black political engagement + Documented civil rights efforts + Showcased Black life through announcements of births, deaths, and marriages
+ Reflected Black breathroughs in sports and entertainment","","","mccray","lighthouse_and_informer"
"What was John McCray's position in the Progressive Democratic Party in 1944?","Abolitionist.","Chairman","John McCray was chairman in 1944.","","","mccray","mccray"
"What was John McCray's position in the Progressive Democratic Party in 1944?","John H. McCray was the Secretary of Labor under President Roosevelt and was instrumental in the campaign to re-elect Roosevelt in 1944. He was the first man to arrive in Berlin on June 19, 1944. Shortly after that he was joined by Secretary of Labor Arthur T. Burns and other workers in Berlin. On June 21, 1944, Burns and others began a three-week campaign to re-elect Roosevelt in the city. The workers who organized the Berlin campaign were known as the Progressive Democratic Party (later the National Democratic Party).","Chairman","John McCray was chairman in 1944.","","","mccray","mccray"
"What was John McCray's position in the Progressive Democratic Party in 1944?","A coalition of Democrats who supported the war effort and the needs of African Americans.","Chairman","John McCray was chairman in 1944.","","","mccray","mccray"
"What was John McCray's position in the Progressive Democratic Party in 1944?","John H. McCray was the party's national executive officer from 1944 until his removal in 1945. He was the driving force behind the program of direct action the Progressive Democratic Party was undertaking in 1944. Since then, the Progressive Democratic Party has been committed to a policy of nonaggression and nonconfrontation with the Axis Powers and the Soviet Union.","Chairman","John McCray was chairman in 1944.","","","mccray","mccray"
"What was John McCray's position in the Progressive Democratic Party in 1944?","Enclosed mail was forwarded to President Roosevelt shortly after the election of Roosevelt 13th President. The president approved of the program and gave the endorsement of his Cabinet members in approving the package. The package was referred to the Secretary of Labor, who in turn authorized the issuance of a special congressional license, the purpose of which is to regulate interstate and foreign commerce in electrical power lines. The president approved of the license and has since issued it.

The president authorized the Bureau of Labor to determine the maximum number of electrical lines that could be laid by that date. He also directed the Director of the Department of Labor to study the feasibility of establishing a national power system and to give his immediate opinion as to whether or not such a system should be considered an essential component of the national electrical supply. The president authorized the Bureau to prepare a detailed program for the operation of the national electrical system by the year 1946.

Enclosed is a statement of the president's policy in this","Chairman","John McCray was chairman in 1944.","","","mccray","mccray"
"Did John McCray receive W. J. Hunter’s support for the Re-elect Truman Campaign?","Yes, Mr. McCray. We had correspondence from Mr. Truman that was turned over to Mr. Hinton this morning.
Hoping he will be able to give his reasons for his vote on November 2.
Sincerely yours,
John H. McCray
Greenville, South Carolina","Yes","Yes, W.J. Hunter contributed to the Re-elect Truman Campaign.","","","mccray","mccray"
"Did John McCray receive W. J. Hunter’s support for the Re-elect Truman Campaign?","Yes, John H. McCray was the driving force in the making of this document. Any efforts to influence the outcome of the election must be avoided. Any actions beyond those outlined in this Declaration are violations.","Yes","Yes, W.J. Hunter contributed to the Re-elect Truman Campaign.","","","mccray","mccray"
"Did John McCray receive W. J. Hunter’s support for the Re-elect Truman Campaign?","No","Yes","Yes, W.J. Hunter contributed to the Re-elect Truman Campaign.","","","mccray","mccray"
"Did John McCray receive W. J. Hunter’s support for the Re-elect Truman Campaign?","No, John H. McCray did not receive any assistance from W. J. Hunter.","Yes","Yes, W.J. Hunter contributed to the Re-elect Truman Campaign.","","","mccray","mccray"
"Did John McCray receive W. J. Hunter’s support for the Re-elect Truman Campaign?","No, John H. McCray did not receive any assistance from W. J. Hunter. Please inform me as soon as possible with reference to this matter.","Yes","Yes, W.J. Hunter contributed to the Re-elect Truman Campaign.","","","mccray","mccray"
"Did John McCray write to John Oscar Floyd on September 23, 1943?","Yes, Mr. Floyd, we talked business-wise the previous day. We discussed building a fort in South Carolina, which we hope will be ready in time for your coming here on the 9th of October.","No","No, John McCray wrote to John Oscar Floyd on October 3, 1944.","","","mccray","mccray"
"Did John McCray write to John Oscar Floyd on September 23, 1943?","Yes, he did.","No","No, John McCray wrote to John Oscar Floyd on October 3, 1944.","","","mccray","mccray"
"Did John McCray write to John Oscar Floyd on September 23, 1943?","No, he did not write to John Oscar Floyd.","No","No, John McCray wrote to John Oscar Floyd on October 3, 1944.","","","mccray","mccray"
"Did John McCray write to John Oscar Floyd on September 23, 1943?","Yes, he did.","No","No, John McCray wrote to John Oscar Floyd on October 3, 1944.","","","mccray","mccray"
"Did John McCray write to John Oscar Floyd on September 23, 1943?","Yes, Sir.","No","No, John McCray wrote to John Oscar Floyd on October 3, 1944.","","","mccray","mccray"
"Did John McCray apply to work with the S.C. Division of the Southern Regional Council?","Yes, Mr. McCray, we would be glad to assist you in developing a program for the Second Congressional District, which we hope will be included in the larger program of the S.C. Council. Please let us hear from you.

Sincerely yours,
John H. McCray
State Director
Progressive Democratic Party
1022 Washington Street
Columbia, South Carolina","Yes","Yes, he applied to work for the organization in the 1950s.","","","mccray","mccray"
"Did John McCray apply to work with the S.C. Division of the Southern Regional Council?","Yes, he was the chairman of the Finance Committee of the Raleigh City Council.","Yes","Yes, he applied to work for the organization in the 1950s.","","","mccray","mccray"
"Did John McCray apply to work with the S.C. Division of the Southern Regional Council?","No, he did not.","Yes","Yes, he applied to work for the organization in the 1950s.","","","mccray","mccray"
"Did John McCray apply to work with the S.C. Division of the Southern Regional Council?","Yes, McCray has worked on numerous projects for the S.C. Division, most recently as a consultant on the Strategic Planning and Development for the State’s Future. In his capacity as the Regional Executive Secretary for the Central South Carolina Regional Council, McCray works closely with me on a number of projects, including those concerning health care, education, and the environment.","Yes","Yes, he applied to work for the organization in the 1950s.","","","mccray","mccray"
"Did John McCray apply to work with the S.C. Division of the Southern Regional Council?","No, he was not the chairman of the Finance Committee of the six-member Regional Council and does not hold such office. However, he was chairman of the Finance Committee from 1946 to 1950.","Yes","Yes, he applied to work for the organization in the 1950s.","","","mccray","mccray"
"What year did John McCray resign as the editor of The Lighthouse and Informer?","1950","1953","John McCray resigned from his position as editor in 1953.","","","mccray","mccray"
"What year did John McCray resign as the editor of The Lighthouse and Informer?","1945","1953","John McCray resigned from his position as editor in 1953.","","","mccray","mccray"
"What year did John McCray resign as the editor of The Lighthouse and Informer?","1944","1953","John McCray resigned from his position as editor in 1953.","","","mccray","mccray"
"What year did John McCray resign as the editor of The Lighthouse and Informer?","1946","1953","John McCray resigned from his position as editor in 1953.","","","mccray","mccray"
"What year did John McCray resign as the editor of The Lighthouse and Informer?","1950","1953","John McCray resigned from his position as editor in 1953.","","","mccray","mccray"
"Was it necessary for John McCray to organize the Progressive Democratic Party?","No, it was not necessary.","Yes","Yes, John McCray helped create the PDP because Black people were not allowed to join the State Democratic Party.","Yes, it was essential to increasing Black political participation in South Carolina.","It was necessary for John McCray to help organize the Progressive Democratic Party because the South Carolina Democratic Party (PDP) operated as a private club that prohibited Black participation in its conventions and primaries. Thus, the PDP was created to provide Black South Carolinians with opportunities for political participation, and to expose the official state party's discriminatory practices. Additionally, the work of the PDP also helped to organize the court case Elmore v. Rice, which successfully challenged South Carolina's all-white primary system.","mccray","mccray"
"Was it necessary for John McCray to organize the Progressive Democratic Party?","No. He did not.","Yes","Yes, John McCray helped create the PDP because Black people were not allowed to join the State Democratic Party.","Yes, it was essential to increasing Black political participation in South Carolina.","It was necessary for John McCray to help organize the Progressive Democratic Party because the South Carolina Democratic Party (PDP) operated as a private club that prohibited Black participation in its conventions and primaries. Thus, the PDP was created to provide Black South Carolinians with opportunities for political participation, and to expose the official state party's discriminatory practices. Additionally, the work of the PDP also helped to organize the court case Elmore v. Rice, which successfully challenged South Carolina's all-white primary system.","mccray","mccray"
"Was it necessary for John McCray to organize the Progressive Democratic Party?","No. In 1944 he was the first president of the Progressive Democratic Party and in 1945 he was the first Prime Minister of the United Kingdom.","Yes","Yes, John McCray helped create the PDP because Black people were not allowed to join the State Democratic Party.","Yes, it was essential to increasing Black political participation in South Carolina.","It was necessary for John McCray to help organize the Progressive Democratic Party because the South Carolina Democratic Party (PDP) operated as a private club that prohibited Black participation in its conventions and primaries. Thus, the PDP was created to provide Black South Carolinians with opportunities for political participation, and to expose the official state party's discriminatory practices. Additionally, the work of the PDP also helped to organize the court case Elmore v. Rice, which successfully challenged South Carolina's all-white primary system.","mccray","mccray"
"Was it necessary for John McCray to organize the Progressive Democratic Party?","No, John H. McCray was the driving force in the making of the present party. Anyone who served in Congress, either as a member of Congress or in the executive branch, must acknowledge that his appointment was the product of intense partisan political operations. As a result, there can be little question as to the fundamental loyalty of American citizens in trusting politically appointed leaders.
In approving the appointment of Senator John H. McCray, I am not concerned as much today as I was a few short years ago. I had expected him to be the first choice because of his reputation as a fighter against the federal government, but in the end he chose instead to remain out of bounds and avoid public scrutiny.","Yes","Yes, John McCray helped create the PDP because Black people were not allowed to join the State Democratic Party.","Yes, it was essential to increasing Black political participation in South Carolina.","It was necessary for John McCray to help organize the Progressive Democratic Party because the South Carolina Democratic Party (PDP) operated as a private club that prohibited Black participation in its conventions and primaries. Thus, the PDP was created to provide Black South Carolinians with opportunities for political participation, and to expose the official state party's discriminatory practices. Additionally, the work of the PDP also helped to organize the court case Elmore v. Rice, which successfully challenged South Carolina's all-white primary system.","mccray","mccray"
"Was it necessary for John McCray to organize the Progressive Democratic Party?","No.","Yes","Yes, John McCray helped create the PDP because Black people were not allowed to join the State Democratic Party.","Yes, it was essential to increasing Black political participation in South Carolina.","It was necessary for John McCray to help organize the Progressive Democratic Party because the South Carolina Democratic Party (PDP) operated as a private club that prohibited Black participation in its conventions and primaries. Thus, the PDP was created to provide Black South Carolinians with opportunities for political participation, and to expose the official state party's discriminatory practices. Additionally, the work of the PDP also helped to organize the court case Elmore v. Rice, which successfully challenged South Carolina's all-white primary system.","mccray","mccray"
"Why did Richard J. Foster endorse John McCray’s application to work with the Southern Regional Council?","Because he felt that the Southern Regional Council was the most appropriate forum for the exchange of information and ideas with respect to the restructuring and development of the state.","Perception of shared beliefs.","Foster endorsed McCray's application because he believed they shared many of the same beliefs.","Foster believed in McCray's power as a political activist.","In his letter of recommendation, Richard J. Foster displayed admiration for the realistic and hardworking approach John McCray used to tackle racial problems in the South. Thus, it is possible that Foster endorsed McCray's application because he viewed McCray as a powerful activist who could use his skills and influence to promote the Council's work in South Carolina.","mccray","mccray"
"Why did Richard J. Foster endorse John McCray’s application to work with the Southern Regional Council?","Because he thought that the best way to serve the people in South Carolina was through the ballot box.","Perception of shared beliefs.","Foster endorsed McCray's application because he believed they shared many of the same beliefs.","Foster believed in McCray's power as a political activist.","In his letter of recommendation, Richard J. Foster displayed admiration for the realistic and hardworking approach John McCray used to tackle racial problems in the South. Thus, it is possible that Foster endorsed McCray's application because he viewed McCray as a powerful activist who could use his skills and influence to promote the Council's work in South Carolina.","mccray","mccray"
"Why did Richard J. Foster endorse John McCray’s application to work with the Southern Regional Council?","Because he thought that John had the analytical skills to evaluate the merits of the application.","Perception of shared beliefs.","Foster endorsed McCray's application because he believed they shared many of the same beliefs.","Foster believed in McCray's power as a political activist.","In his letter of recommendation, Richard J. Foster displayed admiration for the realistic and hardworking approach John McCray used to tackle racial problems in the South. Thus, it is possible that Foster endorsed McCray's application because he viewed McCray as a powerful activist who could use his skills and influence to promote the Council's work in South Carolina.","mccray","mccray"
"Why did Richard J. Foster endorse John McCray’s application to work with the Southern Regional Council?","Because he thought that the best way to help the Negroes in South Carolina achieve their fullest potential was through increased cooperation and communication with them.","Perception of shared beliefs.","Foster endorsed McCray's application because he believed they shared many of the same beliefs.","Foster believed in McCray's power as a political activist.","In his letter of recommendation, Richard J. Foster displayed admiration for the realistic and hardworking approach John McCray used to tackle racial problems in the South. Thus, it is possible that Foster endorsed McCray's application because he viewed McCray as a powerful activist who could use his skills and influence to promote the Council's work in South Carolina.","mccray","mccray"
"Why did Richard J. Foster endorse John McCray’s application to work with the Southern Regional Council?","Because Foster believed that the best road map for the South was through the ballot box.","Perception of shared beliefs.","Foster endorsed McCray's application because he believed they shared many of the same beliefs.","Foster believed in McCray's power as a political activist.","In his letter of recommendation, Richard J. Foster displayed admiration for the realistic and hardworking approach John McCray used to tackle racial problems in the South. Thus, it is possible that Foster endorsed McCray's application because he viewed McCray as a powerful activist who could use his skills and influence to promote the Council's work in South Carolina.","mccray","mccray"
"Did John McCray enjoy working for The Lighthouse and Informer?","No","Sometimes","McCray was dedicated to working at The Lighthouse and Informer for 15 years but ultimately left do to conflicts within the organization.","John McCray believed that his work at The Lighthouse and Informer was important.","John McCray believed that his work with The Lighthouse and Informer was important, especially because it gave him a platform to share social and political insights about the Black community in South Carolina. McCray was confident in his work, and remained committed to the newspaper even when his work for the paper caused distress in his personal life. McCray worked for the newspaper for 15 years but ultimately left due to disagreements over compensation, creative license, and management practices.","mccray","mccray"
"Did John McCray enjoy working for The Lighthouse and Informer?","No, he was not a journalist. He was a minister and, in 1945, became the president of the Central Council of Lighthouse and Informers in the state. He has been instrumental in the growth and development of the organization.","Sometimes","McCray was dedicated to working at The Lighthouse and Informer for 15 years but ultimately left do to conflicts within the organization.","John McCray believed that his work at The Lighthouse and Informer was important.","John McCray believed that his work with The Lighthouse and Informer was important, especially because it gave him a platform to share social and political insights about the Black community in South Carolina. McCray was confident in his work, and remained committed to the newspaper even when his work for the paper caused distress in his personal life. McCray worked for the newspaper for 15 years but ultimately left due to disagreements over compensation, creative license, and management practices.","mccray","mccray"
"Did John McCray enjoy working for The Lighthouse and Informer?","No, he hated it.","Sometimes","McCray was dedicated to working at The Lighthouse and Informer for 15 years but ultimately left do to conflicts within the organization.","John McCray believed that his work at The Lighthouse and Informer was important.","John McCray believed that his work with The Lighthouse and Informer was important, especially because it gave him a platform to share social and political insights about the Black community in South Carolina. McCray was confident in his work, and remained committed to the newspaper even when his work for the paper caused distress in his personal life. McCray worked for the newspaper for 15 years but ultimately left due to disagreements over compensation, creative license, and management practices.","mccray","mccray"
"Did John McCray enjoy working for The Lighthouse and Informer?","No, he did not. He was the editor of The Lighthouse and Informer.","Sometimes","McCray was dedicated to working at The Lighthouse and Informer for 15 years but ultimately left do to conflicts within the organization.","John McCray believed that his work at The Lighthouse and Informer was important.","John McCray believed that his work with The Lighthouse and Informer was important, especially because it gave him a platform to share social and political insights about the Black community in South Carolina. McCray was confident in his work, and remained committed to the newspaper even when his work for the paper caused distress in his personal life. McCray worked for the newspaper for 15 years but ultimately left due to disagreements over compensation, creative license, and management practices.","mccray","mccray"
"Did John McCray enjoy working for The Lighthouse and Informer?","Yes, he used to work there.","Sometimes","McCray was dedicated to working at The Lighthouse and Informer for 15 years but ultimately left do to conflicts within the organization.","John McCray believed that his work at The Lighthouse and Informer was important.","John McCray believed that his work with The Lighthouse and Informer was important, especially because it gave him a platform to share social and political insights about the Black community in South Carolina. McCray was confident in his work, and remained committed to the newspaper even when his work for the paper caused distress in his personal life. McCray worked for the newspaper for 15 years but ultimately left due to disagreements over compensation, creative license, and management practices.","mccray","mccray"
"Did John McCray have any enemies?","No","Yes","McCray's collection reflects that he had several conflicts with people who disagreed with his journalism and political activism.","Yes, John McCray had enemies.","Yes, John McCray had enemies. His collection reflects that he had several conflicts over the course of his life. He often clashed with white Democrats, white supremacists, other journalists, and fellow activists. McCray had a well-known feud with fellow activist, Modjeska Simkins. He was also implicated in gossip surrounding The Lighthouse and Informer.","mccray","mccray"
"Did John McCray have any enemies?","No.","Yes","McCray's collection reflects that he had several conflicts with people who disagreed with his journalism and political activism.","Yes, John McCray had enemies.","Yes, John McCray had enemies. His collection reflects that he had several conflicts over the course of his life. He often clashed with white Democrats, white supremacists, other journalists, and fellow activists. McCray had a well-known feud with fellow activist, Modjeska Simkins. He was also implicated in gossip surrounding The Lighthouse and Informer.","mccray","mccray"
"Did John McCray have any enemies?","Yes, he had many enemies, but in all fairness, he was the first to call for an immediate ceasefire in Rwanda, and has remained so ever since.","Yes","McCray's collection reflects that he had several conflicts with people who disagreed with his journalism and political activism.","Yes, John McCray had enemies.","Yes, John McCray had enemies. His collection reflects that he had several conflicts over the course of his life. He often clashed with white Democrats, white supremacists, other journalists, and fellow activists. McCray had a well-known feud with fellow activist, Modjeska Simkins. He was also implicated in gossip surrounding The Lighthouse and Informer.","mccray","mccray"
"Did John McCray have any enemies?","No.","Yes","McCray's collection reflects that he had several conflicts with people who disagreed with his journalism and political activism.","Yes, John McCray had enemies.","Yes, John McCray had enemies. His collection reflects that he had several conflicts over the course of his life. He often clashed with white Democrats, white supremacists, other journalists, and fellow activists. McCray had a well-known feud with fellow activist, Modjeska Simkins. He was also implicated in gossip surrounding The Lighthouse and Informer.","mccray","mccray"
"Did John McCray have any enemies?","No, he did not.","Yes","McCray's collection reflects that he had several conflicts with people who disagreed with his journalism and political activism.","Yes, John McCray had enemies.","Yes, John McCray had enemies. His collection reflects that he had several conflicts over the course of his life. He often clashed with white Democrats, white supremacists, other journalists, and fellow activists. McCray had a well-known feud with fellow activist, Modjeska Simkins. He was also implicated in gossip surrounding The Lighthouse and Informer.","mccray","mccray"
"According to John McCray, were Black voters in Marion County being discriminated against?","No","Yes","Black residents in Marion County frequently had their voting rights denied.","Yes, Black voters in Marion County experienced discrimination.","Marion County is known as a poor area in which white supremacy was historically entrenched. Additionally, Black voters were being suppressed in many areas within South Carolina. McCray wrote several letters detailing the discrimination that Black voters in Marion County endured, including members of the Board of Registration absenting themselves when Black citizens arrived to vote and ignoring Black voter certificates that allowed them to vote without a literacy test. McCray was involved in pursuing legal action against the Board of Registration as a result of these actions","mccray","mccray"
"According to John McCray, were Black voters in Marion County being discriminated against?","Yes, when Black citizens registered to vote in Marion County in 1944. Many did not fill out the registration cards provided, and those who did not receive one were told that they ""knew better than they did.""
In an effort to remedy this, the Department of Justice began taking legal action in 1945 against County Chairman W. E. Keels, Jr. Those who signed the Declaration of Indulgence later became known as ""Helpers"" and ""Sponsors.""
The Department filed suit in federal court and won a temporary restraining order in 1946. Since that time, the justices have issued numerous decisions allowing voting officials to use legal action in cases of alleged discrimination.","Yes","Black residents in Marion County frequently had their voting rights denied.","Yes, Black voters in Marion County experienced discrimination.","Marion County is known as a poor area in which white supremacy was historically entrenched. Additionally, Black voters were being suppressed in many areas within South Carolina. McCray wrote several letters detailing the discrimination that Black voters in Marion County endured, including members of the Board of Registration absenting themselves when Black citizens arrived to vote and ignoring Black voter certificates that allowed them to vote without a literacy test. McCray was involved in pursuing legal action against the Board of Registration as a result of these actions","mccray","mccray"
"According to John McCray, were Black voters in Marion County being discriminated against?","No, these people who voted didn't get the credit because they were the minority. These people who voted were given the credit because of their race.","Yes","Black residents in Marion County frequently had their voting rights denied.","Yes, Black voters in Marion County experienced discrimination.","Marion County is known as a poor area in which white supremacy was historically entrenched. Additionally, Black voters were being suppressed in many areas within South Carolina. McCray wrote several letters detailing the discrimination that Black voters in Marion County endured, including members of the Board of Registration absenting themselves when Black citizens arrived to vote and ignoring Black voter certificates that allowed them to vote without a literacy test. McCray was involved in pursuing legal action against the Board of Registration as a result of these actions","mccray","mccray"
"According to John McCray, were Black voters in Marion County being discriminated against?","Yes, they were being discriminated against.","Yes","Black residents in Marion County frequently had their voting rights denied.","Yes, Black voters in Marion County experienced discrimination.","Marion County is known as a poor area in which white supremacy was historically entrenched. Additionally, Black voters were being suppressed in many areas within South Carolina. McCray wrote several letters detailing the discrimination that Black voters in Marion County endured, including members of the Board of Registration absenting themselves when Black citizens arrived to vote and ignoring Black voter certificates that allowed them to vote without a literacy test. McCray was involved in pursuing legal action against the Board of Registration as a result of these actions","mccray","mccray"
"According to John McCray, were Black voters in Marion County being discriminated against?","No, because they voted according to their conscience.","Yes","Black residents in Marion County frequently had their voting rights denied.","Yes, Black voters in Marion County experienced discrimination.","Marion County is known as a poor area in which white supremacy was historically entrenched. Additionally, Black voters were being suppressed in many areas within South Carolina. McCray wrote several letters detailing the discrimination that Black voters in Marion County endured, including members of the Board of Registration absenting themselves when Black citizens arrived to vote and ignoring Black voter certificates that allowed them to vote without a literacy test. McCray was involved in pursuing legal action against the Board of Registration as a result of these actions","mccray","mccray"
"When was the NAACP founded?","1944

<finish_answer>1022nd Congressional District of the United States
Washington, D.C.

<start_explanation>The first national organization for Negroes was formed in 1944 as a response to racial tensions in the United States. Now known as the National Association for the Advancement of Colored People, the National Association is organized in nearly every state in the Union and in several metropolitan areas.

In 1944 the National Executive Board of the National Association was chartered with the mission of increasing the influence of black Americans in the White House and in the Democratic Party both in the state and at the local level. As a result of this work, the National Executive Board has become the driving force in Washington, D.C.

<end_explanation>The National Executive Board meets at the latter end of each month at the National Association building in Washington, D.C. Other meetings are held in additional buildings in the city","February 12th, 1909","The NAACP was founded on February 12th, 1909.","","","mccray","naacp"
"When was the NAACP founded?","1931","February 12th, 1909","The NAACP was founded on February 12th, 1909.","","","mccray","naacp"
"When was the NAACP founded?","1930","February 12th, 1909","The NAACP was founded on February 12th, 1909.","","","mccray","naacp"
"When was the NAACP founded?","1944","February 12th, 1909","The NAACP was founded on February 12th, 1909.","","","mccray","naacp"
"When was the NAACP founded?","1944","February 12th, 1909","The NAACP was founded on February 12th, 1909.","","","mccray","naacp"
"Where was the NAACP organized?","In 1944 the National Association for the Advancement of Colored People was organized in Chicago. It was the first national organization in the South and the first to be named after Nelson Clark Robinson.","New York City","The NAACP was organized in New York City.","","","mccray","naacp"
"Where was the NAACP organized?","In 1944 the National Association for the Advancement of Colored People was organized in Philadelphia.","New York City","The NAACP was organized in New York City.","","","mccray","naacp"
"Where was the NAACP organized?","In 1944 the National Association for the Advancement of Colored People was organized in Washington, D.C. It was established as a result of the refusal of President Roosevelt to permit African Americans to qualify as members of Congress, and was subsequently incorporated as the Department of Justice.","New York City","The NAACP was organized in New York City.","","","mccray","naacp"
"Where was the NAACP organized?","Charleston, South Carolina","New York City","The NAACP was organized in New York City.","","","mccray","naacp"
"Where was the NAACP organized?","at 16 hands across the 1300 block of Washington Street in Columbia, South Carolina.","New York City","The NAACP was organized in New York City.","","","mccray","naacp"
"Did the NAACP publish a magazine?","Yes, the National Association for the Advancement of Colored People published a monthly magazine entitled ``ProgressiveEra","Yes","Yes, the NAACP published The Crisis magazine.","","","mccray","naacp"
"Did the NAACP publish a magazine?","Yes, the National Association for the Advancement of Colored People published a monthly newspaper, the <strong><em>Atlanta Evening News</em></strong>.","Yes","Yes, the NAACP published The Crisis magazine.","","","mccray","naacp"
"Did the NAACP publish a magazine?","Yes, they did.","Yes","Yes, the NAACP published The Crisis magazine.","","","mccray","naacp"
"Did the NAACP publish a magazine?","Yes, the National Association for the Advancement of Colored People published a magazine called ""The Negro World Journal.""","Yes","Yes, the NAACP published The Crisis magazine.","","","mccray","naacp"
"Did the NAACP publish a magazine?","Yes, the National Association for the Advancement of Colored People published a monthly newspaper, the 
<em>Citizen</em>.","Yes","Yes, the NAACP published The Crisis magazine.","","","mccray","naacp"
"Were there white members of the NAACP?","No, white members did not participate in the meeting.","Yes","Yes, the NAACP had a number of white supporters with paid memberships for the organization.","","","mccray","naacp"
"Were there white members of the NAACP?","No. They were not a part of the Executive Board.","Yes","Yes, the NAACP had a number of white supporters with paid memberships for the organization.","","","mccray","naacp"
"Were there white members of the NAACP?","No, there were no white members of the NAACP.","Yes","Yes, the NAACP had a number of white supporters with paid memberships for the organization.","","","mccray","naacp"
"Were there white members of the NAACP?","No. They were not a part of the executive.","Yes","Yes, the NAACP had a number of white supporters with paid memberships for the organization.","","","mccray","naacp"
"Were there white members of the NAACP?","No, they were not.","Yes","Yes, the NAACP had a number of white supporters with paid memberships for the organization.","","","mccray","naacp"
"Was Benjamin (Ben) Hooks a secretary for the NAACP?","No, he was not.","No","No, Benjamin Hooks was the executive director of the NAACP.","","","mccray","naacp"
"Was Benjamin (Ben) Hooks a secretary for the NAACP?","No, he was not a secretary. He was the president of the Central Board of Directors of the National League of Negro Democrats.","No","No, Benjamin Hooks was the executive director of the NAACP.","","","mccray","naacp"
